Country,avg_d_mbps,avg_d_mbps_w,k_tests,year,d_type
Kuwait,91.3,87.6,319.7,2020,mobile
Kyrgyzstan,19.6,19.3,62.1,2020,mobile
Laos,24.0,23.7,110.6,2020,mobile
Latvia,33.9,33.3,135.6,2020,mobile
Lebanon,39.5,39.2,23.5,2020,mobile
Lesotho,37.5,29.9,3.2,2020,mobile
Liberia,20.3,23.9,0.6,2020,mobile
Libya,11.8,11.6,71.3,2020,mobile
Liechtenstein,41.8,44.1,0.9,2020,mobile
Lithuania,50.5,47.3,109.6,2020,mobile
Luxembourg,62.1,53.5,14.2,2020,mobile
Macau,170.7,170.7,1.7,2020,mobile
Madagascar,25.0,16.0,1.3,2020,mobile
Malawi,20.7,24.3,4.7,2020,mobile
Malaysia,22.9,22.7,5140.4,2020,mobile
Maldives,35.8,37.4,0.2,2020,mobile
Mali,35.3,30.0,3.8,2020,mobile
Malta,40.8,40.1,9.7,2020,mobile
Mauritania,10.4,9.0,2.2,2020,mobile
Mauritius,29.2,29.8,13.3,2020,mobile
Mexico,26.1,24.1,1552.7,2020,mobile
Moldova,34.1,29.1,29.0,2020,mobile
Monaco,209.3,204.8,1.7,2020,mobile
Mongolia,21.3,21.0,13.1,2020,mobile
Montenegro,37.8,35.1,19.7,2020,mobile
Morocco,33.0,30.0,241.5,2020,mobile
Mozambique,20.6,17.6,22.9,2020,mobile
Myanmar,24.6,19.3,609.0,2020,mobile
Namibia,17.9,16.4,12.2,2020,mobile
Nauru,11.9,11.9,0.0,2020,mobile
Nepal,14.3,14.4,33.8,2020,mobile
Netherlands,79.2,76.5,369.6,2020,mobile
New Caledonia,17.8,18.4,0.6,2020,mobile
New Zealand,62.4,58.0,68.9,2020,mobile
Nicaragua,18.6,16.2,37.7,2020,mobile
Niger,10.0,8.4,2.4,2020,mobile
Nigeria,14.6,13.3,75.2,2020,mobile
Niue,9.7,8.3,0.0,2020,mobile
North Korea,25.9,48.8,0.1,2020,mobile
Northern Mariana Islands,18.8,18.9,0.6,2020,mobile
Norway,87.6,77.2,159.3,2020,mobile
Oman,42.8,40.1,59.0,2020,mobile
Pakistan,15.9,15.7,1254.6,2020,mobile
Palau,29.1,24.3,0.1,2020,mobile
Palestine,15.2,16.0,44.9,2020,mobile
Panama,16.1,15.1,78.2,2020,mobile
Papua New Guinea,25.8,26.6,4.8,2020,mobile
Paraguay,15.4,14.8,73.1,2020,mobile
People's Republic of China,121.4,97.5,11801.6,2020,mobile
Peru,20.6,19.4,447.9,2020,mobile
Philippines,17.5,12.8,2703.2,2020,mobile
Poland,36.5,34.5,1261.4,2020,mobile
Portugal,36.0,36.0,173.3,2020,mobile
Puerto Rico,32.9,32.0,313.7,2020,mobile
Qatar,117.6,98.0,91.2,2020,mobile
Republic of Macedonia,53.0,42.0,64.6,2020,mobile
Republic of the Congo,20.9,15.5,3.4,2020,mobile
Romania,41.4,27.7,543.1,2020,mobile
Russia,21.2,21.4,7572.7,2020,mobile
Rwanda,14.4,15.9,9.8,2020,mobile
Saint Kitts and Nevis,20.8,21.1,0.5,2020,mobile
Saint Lucia,38.5,27.7,0.6,2020,mobile
Saint Martin,20.9,21.2,1.2,2020,mobile
Saint Pierre and Miquelon,98.0,98.0,0.0,2020,mobile
Saint Vincent and the Grenadines,26.9,26.9,0.6,2020,mobile
Saint-Barthélemy,28.4,28.4,0.0,2020,mobile
Samoa,18.1,19.2,0.9,2020,mobile
San Marino,32.6,36.8,0.8,2020,mobile
Saudi Arabia,125.4,88.8,1779.4,2020,mobile
Senegal,25.1,23.1,4.9,2020,mobile
Serbia,45.3,43.0,174.2,2020,mobile
Seychelles,108.9,60.8,0.2,2020,mobile
Sierra Leone,15.9,15.2,2.6,2020,mobile
Singapore,57.6,56.5,145.1,2020,mobile
Slovakia,36.1,32.2,118.1,2020,mobile
Slovenia,45.1,42.2,87.6,2020,mobile
Solomon Islands,19.0,10.1,0.1,2020,mobile
Somalia,11.3,10.2,8.3,2020,mobile
South Africa,37.6,27.3,484.1,2020,mobile
South Korea,151.2,147.9,128.6,2020,mobile
South Sudan,10.6,7.6,0.6,2020,mobile
Spain,39.4,39.3,630.3,2020,mobile
Sri Lanka,19.2,17.3,155.7,2020,mobile
Sudan,8.8,7.3,22.6,2020,mobile
Suriname,51.8,28.3,5.9,2020,mobile
Sweden,57.7,58.1,98.1,2020,mobile
Switzerland,75.6,72.1,332.2,2020,mobile
Syria,19.3,17.4,32.5,2020,mobile
São Tomé and Príncipe,3.9,4.4,0.1,2020,mobile
Tajikistan,16.2,11.1,26.8,2020,mobile
Tanzania,12.7,13.7,22.6,2020,mobile
Thailand,36.4,30.1,5080.4,2020,mobile
The Bahamas,32.0,32.5,3.1,2020,mobile
The Gambia,9.8,10.1,0.4,2020,mobile
Togo,36.1,26.4,3.4,2020,mobile
Tonga,13.0,14.0,0.3,2020,mobile
Trinidad and Tobago,34.9,33.8,17.5,2020,mobile
Tunisia,27.1,24.8,103.7,2020,mobile
Turkey,34.8,33.0,863.6,2020,mobile
Turkmenistan,6.0,5.2,1.3,2020,mobile
Turks and Caicos Islands,26.4,24.0,0.1,2020,mobile
Uganda,12.8,13.3,14.4,2020,mobile
Ukraine,23.8,22.8,1179.9,2020,mobile
United Arab Emirates,155.6,116.4,93.7,2020,mobile
United Kingdom,48.7,43.5,2506.8,2020,mobile
United States Virgin Islands,21.7,22.2,2.9,2020,mobile
United States of America,63.8,55.4,10811.3,2020,mobile
Uruguay,28.5,25.7,26.2,2020,mobile
Uzbekistan,12.0,10.3,124.3,2020,mobile
Vanuatu,18.3,16.4,0.9,2020,mobile
Venezuela,7.8,6.8,122.2,2020,mobile
Vietnam,32.6,33.7,991.7,2020,mobile
Wallis and Futuna,2.4,2.4,0.0,2020,mobile
Yemen,5.4,1.3,1.1,2020,mobile
Zambia,11.9,12.6,18.7,2020,mobile
Zimbabwe,11.8,13.4,6.4,2020,mobile
eSwatini,24.4,21.1,1.9,2020,mobile
Afghanistan,4.1,3.7,43.4,2020,fixed
Albania,22.5,20.4,255.8,2020,fixed
Algeria,4.8,4.2,145.8,2020,fixed
American Samoa,27.1,26.3,1.4,2020,fixed
Andorra,126.1,124.3,13.3,2020,fixed
Angola,12.6,9.1,17.2,2020,fixed
Anguilla,21.5,21.8,2.0,2020,fixed
Antigua and Barbuda,10.5,10.4,9.5,2020,fixed
Argentina,45.0,36.4,1602.5,2020,fixed
Armenia,26.4,21.7,181.2,2020,fixed
Aruba,73.0,73.8,16.7,2020,fixed
Australia,44.0,41.3,5962.4,2020,fixed
Australian Indian Ocean Territories,0.8,,0.0,2020,fixed
Austria,54.2,50.7,1163.5,2020,fixed
Azerbaijan,18.7,10.1,375.6,2020,fixed
Bahrain,37.3,36.2,114.7,2020,fixed
Bangladesh,24.8,18.0,291.3,2020,fixed
Barbados,79.7,81.1,16.5,2020,fixed
Belarus,45.3,38.2,194.6,2020,fixed
Belgium,90.2,86.9,812.8,2020,fixed
Belize,35.1,29.9,36.2,2020,fixed
Benin,9.7,9.6,3.0,2020,fixed
Bermuda,73.9,73.1,6.5,2020,fixed
Bhutan,11.4,8.3,2.6,2020,fixed
Bolivia,19.4,14.9,493.0,2020,fixed
Bosnia and Herzegovina,34.0,23.2,120.5,2020,fixed
Botswana,7.9,5.8,25.5,2020,fixed
Brazil,67.7,56.2,14633.9,2020,fixed
British Virgin Islands,34.7,34.7,5.1,2020,fixed
Brunei,23.0,21.4,36.3,2020,fixed
Bulgaria,50.8,45.4,244.1,2020,fixed
Burkina Faso,7.3,6.3,3.4,2020,fixed
Burundi,7.7,6.8,1.9,2020,fixed
Cambodia,19.2,16.2,359.1,2020,fixed
Cameroon,10.9,9.2,4.1,2020,fixed
Canada,103.6,108.2,7957.5,2020,fixed
Cape Verde,21.9,14.9,5.0,2020,fixed
Cayman Islands,37.2,37.7,17.9,2020,fixed
Central African Republic,1.6,1.9,0.3,2020,fixed
Chad,7.3,9.1,0.5,2020,fixed
Chile,128.6,109.2,1403.9,2020,fixed
Colombia,39.2,26.3,2237.0,2020,fixed
Comoros,7.2,7.9,0.0,2020,fixed
Cook Islands,8.7,8.5,0.1,2020,fixed
Costa Rica,35.3,28.9,1372.0,2020,fixed
Croatia,37.2,28.8,279.4,2020,fixed
Cuba,2.2,2.3,3.3,2020,fixed
Curaçao,23.4,22.6,24.3,2020,fixed
Cyprus,24.9,25.0,241.5,2020,fixed
Czech Republic,49.5,42.7,522.1,2020,fixed
Democratic Republic of the Congo,5.0,6.3,2.5,2020,fixed
Denmark,121.1,117.4,1555.3,2020,fixed
Djibouti,6.4,6.2,3.0,2020,fixed
Dominica,26.9,32.2,1.4,2020,fixed
Dominican Republic,20.2,15.2,905.9,2020,fixed
East Timor,6.4,5.4,0.0,2020,fixed
Ecuador,28.9,22.3,873.5,2020,fixed
Egypt,17.7,14.5,2106.7,2020,fixed
El Salvador,19.0,11.2,223.3,2020,fixed
Equatorial Guinea,3.8,5.8,0.4,2020,fixed
Eritrea,4.8,1.6,0.5,2020,fixed
Estonia,62.7,57.7,80.5,2020,fixed
Ethiopia,5.3,4.6,39.0,2020,fixed
Falkland Islands,9.6,4.5,0.0,2020,fixed
Faroe Islands,42.9,41.3,10.6,2020,fixed
Federated States of Micronesia,11.0,6.8,0.3,2020,fixed
Fiji,18.8,15.6,5.9,2020,fixed
Finland,80.2,73.6,536.0,2020,fixed
France,108.3,91.8,2723.1,2020,fixed
French Polynesia,12.6,11.5,19.4,2020,fixed
Gabon,26.1,21.6,3.0,2020,fixed
Georgia,24.0,20.4,89.8,2020,fixed
Germany,83.0,76.7,7091.1,2020,fixed
Ghana,30.0,25.8,28.9,2020,fixed
Greece,26.6,23.4,847.0,2020,fixed
Greenland,20.6,29.3,6.8,2020,fixed
Grenada,45.8,47.2,2.3,2020,fixed
Guam,33.5,33.9,22.0,2020,fixed
Guantanamo Bay Naval Base,102.2,102.2,0.0,2020,fixed
Guatemala,18.2,10.3,453.6,2020,fixed
Guernsey,26.7,26.8,22.6,2020,fixed
Guinea,8.2,5.9,0.6,2020,fixed
Guinea-Bissau,9.6,8.0,0.9,2020,fixed
Guyana,28.5,18.0,20.2,2020,fixed
Haiti,13.7,11.3,17.7,2020,fixed
Honduras,17.8,12.2,310.5,2020,fixed
Hong Kong,174.7,176.1,954.9,2020,fixed
Hungary,112.9,100.7,718.0,2020,fixed
Iceland,136.3,145.1,32.3,2020,fixed
India,46.5,30.1,10538.0,2020,fixed
Indonesia,21.4,15.7,2554.6,2020,fixed
Iran,11.1,9.4,524.3,2020,fixed
Iraq,21.9,11.9,761.1,2020,fixed
Ireland,76.2,83.7,1584.9,2020,fixed
Isle of Man,38.9,37.5,38.3,2020,fixed
Israel,92.8,75.9,733.2,2020,fixed
Italy,62.0,58.5,9709.0,2020,fixed
Ivory Coast,16.4,11.6,8.3,2020,fixed
Jamaica,30.3,27.7,82.2,2020,fixed
Japan,84.2,79.0,3625.2,2020,fixed
Jersey,137.6,137.3,47.5,2020,fixed
Jordan,63.3,34.7,658.0,2020,fixed
Kazakhstan,38.5,21.9,343.2,2020,fixed
Kenya,17.0,12.4,61.2,2020,fixed
Kiribati,40.1,13.3,0.0,2020,fixed
Kosovo,45.9,36.8,268.8,2020,fixed
Kuwait,74.2,71.5,445.3,2020,fixed
Kyrgyzstan,26.9,24.2,21.0,2020,fixed
Laos,30.4,23.1,64.4,2020,fixed
Latvia,76.1,66.4,122.0,2020,fixed
Lebanon,7.6,7.4,406.0,2020,fixed
Lesotho,16.3,10.2,0.9,2020,fixed
Liberia,12.0,11.5,1.0,2020,fixed
Libya,10.0,9.5,109.5,2020,fixed
Liechtenstein,85.2,71.7,5.7,2020,fixed
Lithuania,90.4,71.2,125.6,2020,fixed
Luxembourg,113.5,106.1,103.8,2020,fixed
Macau,126.8,126.8,10.7,2020,fixed
Madagascar,29.5,25.5,6.6,2020,fixed
Malawi,6.2,7.1,3.1,2020,fixed
Malaysia,91.9,71.7,2562.1,2020,fixed
Maldives,14.7,16.9,1.3,2020,fixed
Mali,16.3,12.2,6.8,2020,fixed
Malta,98.7,97.4,73.7,2020,fixed
Mauritania,4.4,4.2,6.4,2020,fixed
Mauritius,19.3,17.6,33.6,2020,fixed
Mexico,40.5,28.0,11115.6,2020,fixed
Moldova,55.2,41.6,58.0,2020,fixed
Monaco,116.7,112.0,5.2,2020,fixed
Mongolia,31.4,19.1,28.8,2020,fixed
Montenegro,49.5,48.6,43.6,2020,fixed
Montserrat,12.2,12.8,0.0,2020,fixed
Morocco,17.9,15.1,661.6,2020,fixed
Mozambique,6.6,5.8,20.0,2020,fixed
Myanmar,17.2,12.8,448.5,2020,fixed
Namibia,10.9,6.6,23.3,2020,fixed
Nauru,2.7,2.7,0.0,2020,fixed
Nepal,18.9,18.1,226.3,2020,fixed
Netherlands,109.2,103.3,3668.2,2020,fixed
New Caledonia,29.1,30.7,6.4,2020,fixed
New Zealand,84.3,84.9,497.8,2020,fixed
Nicaragua,19.4,15.7,114.5,2020,fixed
Niger,5.4,7.1,1.2,2020,fixed
Nigeria,8.4,6.3,64.4,2020,fixed
Niue,1.6,1.6,0.0,2020,fixed
Norfolk Island,15.1,15.1,0.0,2020,fixed
North Korea,27.2,44.9,0.2,2020,fixed
Northern Mariana Islands,34.2,31.6,1.9,2020,fixed
Norway,119.1,112.6,1460.3,2020,fixed
Oman,38.6,28.8,536.0,2020,fixed
Pakistan,9.0,6.4,1472.2,2020,fixed
Palau,6.5,8.3,0.0,2020,fixed
Palestine,35.8,31.3,99.2,2020,fixed
Panama,109.6,93.2,362.2,2020,fixed
Papua New Guinea,7.6,11.3,0.8,2020,fixed
Paraguay,37.3,27.4,233.0,2020,fixed
People's Republic of China,116.7,113.7,8167.9,2020,fixed
Peru,38.5,29.9,644.7,2020,fixed
Philippines,24.2,17.4,9599.0,2020,fixed
Poland,98.2,78.5,1109.8,2020,fixed
Portugal,95.4,96.1,951.6,2020,fixed
Puerto Rico,60.5,56.2,1089.9,2020,fixed
Qatar,87.0,78.7,424.7,2020,fixed
Republic of Macedonia,25.5,20.5,137.2,2020,fixed
Republic of the Congo,15.5,11.9,3.4,2020,fixed
Romania,122.0,88.7,511.4,2020,fixed
Russia,61.9,51.9,8363.9,2020,fixed
Rwanda,10.4,9.4,3.9,2020,fixed
Saint Kitts and Nevis,25.4,19.7,11.3,2020,fixed
Saint Lucia,39.6,35.9,4.4,2020,fixed
Saint Martin,12.1,21.2,16.8,2020,fixed
Saint Pierre and Miquelon,60.4,60.6,0.4,2020,fixed
Saint Vincent and the Grenadines,42.1,43.5,3.5,2020,fixed
Saint-Barthélemy,7.8,7.8,0.2,2020,fixed
Samoa,19.5,15.1,0.1,2020,fixed
San Marino,72.0,65.1,4.4,2020,fixed
Saudi Arabia,69.7,49.2,4971.6,2020,fixed
Senegal,15.3,11.6,13.0,2020,fixed
Serbia,58.8,46.1,270.6,2020,fixed
Seychelles,14.5,14.6,1.6,2020,fixed
Sierra Leone,7.7,5.2,1.4,2020,fixed
Singapore,182.5,183.8,1001.1,2020,fixed
Slovakia,62.4,51.0,335.1,2020,fixed
Slovenia,65.4,58.7,137.6,2020,fixed
Solomon Islands,2.0,2.2,0.0,2020,fixed
Somalia,13.8,9.0,3.1,2020,fixed
South Africa,30.6,15.1,2614.4,2020,fixed
South Georgia and the South Sandwich Islands,376.6,,0.0,2020,fixed
South Korea,137.4,130.6,291.7,2020,fixed
South Sudan,3.8,1.9,0.8,2020,fixed
Spain,121.3,129.0,2428.9,2020,fixed
Sri Lanka,22.2,20.0,63.7,2020,fixed
Sudan,5.8,6.7,6.5,2020,fixed
Suriname,9.1,7.4,22.5,2020,fixed
Sweden,116.2,113.0,485.8,2020,fixed
Switzerland,131.8,129.6,838.0,2020,fixed
Syria,6.4,5.3,94.4,2020,fixed
São Tomé and Príncipe,22.4,18.1,0.4,2020,fixed
Tajikistan,20.9,16.9,4.6,2020,fixed
Tanzania,13.5,12.3,7.6,2020,fixed
Thailand,156.8,140.5,5083.4,2020,fixed
The Bahamas,33.3,31.8,20.9,2020,fixed
The Gambia,5.9,4.9,3.2,2020,fixed
Togo,18.8,15.9,17.1,2020,fixed
Tonga,10.6,10.6,0.1,2020,fixed
Trinidad and Tobago,64.6,61.3,101.2,2020,fixed
Tunisia,8.5,7.6,188.4,2020,fixed
Turkey,24.9,20.6,2724.4,2020,fixed
Turkmenistan,1.9,2.0,14.9,2020,fixed
Turks and Caicos Islands,19.0,17.6,3.6,2020,fixed
Uganda,9.9,6.7,9.7,2020,fixed
Ukraine,48.5,37.9,2134.3,2020,fixed
United Arab Emirates,120.6,110.6,1285.3,2020,fixed
United Kingdom,66.8,66.9,23605.0,2020,fixed
United States Virgin Islands,25.4,25.7,23.4,2020,fixed
United States of America,135.9,130.2,73110.8,2020,fixed
Uruguay,45.8,43.3,71.5,2020,fixed
Uzbekistan,24.8,16.7,157.3,2020,fixed
Vanuatu,6.3,6.3,1.0,2020,fixed
Venezuela,10.7,5.3,567.3,2020,fixed
Vietnam,42.5,39.2,3278.5,2020,fixed
Wallis and Futuna,1.2,1.3,0.0,2020,fixed
Yemen,2.8,2.1,23.0,2020,fixed
Zambia,9.0,9.8,5.0,2020,fixed
Zimbabwe,12.4,9.9,15.1,2020,fixed
eSwatini,7.1,6.8,5.1,2020,fixed
Afghanistan,7.3,6.1,10.0,2021,mobile
Albania,49.6,46.4,36.3,2021,mobile
Algeria,16.8,15.7,499.1,2021,mobile
American Samoa,14.0,14.7,0.1,2021,mobile
Andorra,205.9,157.6,0.6,2021,mobile
Angola,18.6,20.9,6.5,2021,mobile
Anguilla,23.3,28.2,0.2,2021,mobile
Antigua and Barbuda,35.0,35.1,2.0,2021,mobile
Argentina,26.9,26.0,301.7,2021,mobile
Armenia,29.7,27.7,55.2,2021,mobile
Aruba,72.3,70.9,3.0,2021,mobile
Australia,129.9,123.7,1143.1,2021,mobile
Austria,65.8,63.7,386.9,2021,mobile
Azerbaijan,34.7,31.0,55.4,2021,mobile
Bahrain,82.2,81.0,45.0,2021,mobile
Bangladesh,11.9,11.4,416.9,2021,mobile
Barbados,31.0,29.5,1.0,2021,mobile
Belarus,17.7,17.8,253.8,2021,mobile
Belgium,66.8,60.9,96.2,2021,mobile
Belize,18.2,17.7,3.3,2021,mobile
Benin,28.7,25.3,6.4,2021,mobile
Bermuda,42.5,39.7,0.1,2021,mobile
Bhutan,57.5,33.5,7.0,2021,mobile
Bolivia,19.9,17.8,137.6,2021,mobile
Bosnia and Herzegovina,33.9,28.1,73.8,2021,mobile
Botswana,27.9,24.6,8.0,2021,mobile
Brazil,30.6,28.1,3056.4,2021,mobile
British Virgin Islands,36.9,33.6,0.4,2021,mobile
Brunei,63.0,58.2,10.6,2021,mobile
Bulgaria,125.6,80.3,212.8,2021,mobile
Burkina Faso,16.1,14.1,5.3,2021,mobile
Burundi,7.4,7.9,2.6,2021,mobile
Cambodia,18.7,16.7,229.2,2021,mobile
Cameroon,42.0,22.7,12.6,2021,mobile
Canada,99.2,101.3,662.2,2021,mobile
Cape Verde,34.3,24.3,1.7,2021,mobile
Cayman Islands,33.0,32.5,0.5,2021,mobile
Central African Republic,4.3,5.5,0.4,2021,mobile
Chad,22.9,25.7,1.2,2021,mobile
Chile,22.3,22.8,800.2,2021,mobile
Colombia,17.0,16.2,1074.0,2021,mobile
Comoros,10.3,28.1,0.4,2021,mobile
Cook Islands,37.5,36.8,0.1,2021,mobile
Costa Rica,29.4,27.3,141.2,2021,mobile
Croatia,97.3,79.4,390.2,2021,mobile
Cuba,23.3,25.5,4.7,2021,mobile
Curaçao,56.6,54.0,1.4,2021,mobile
Cyprus,218.1,136.2,48.2,2021,mobile
Czech Republic,58.3,51.6,184.3,2021,mobile
Democratic Republic of the Congo,16.1,16.9,5.3,2021,mobile
Denmark,96.0,93.7,234.7,2021,mobile
Djibouti,22.7,20.3,0.4,2021,mobile
Dominica,29.4,29.6,0.3,2021,mobile
Dominican Republic,28.7,25.1,108.4,2021,mobile
East Timor,8.3,6.8,1.9,2021,mobile
Ecuador,23.5,22.1,94.0,2021,mobile
Egypt,20.7,18.0,305.2,2021,mobile
El Salvador,20.5,18.8,113.8,2021,mobile
Equatorial Guinea,32.0,18.6,0.2,2021,mobile
Eritrea,15.4,9.7,0.0,2021,mobile
Estonia,61.3,62.6,82.5,2021,mobile
Ethiopia,31.5,32.2,13.5,2021,mobile
Faroe Islands,78.5,79.3,0.7,2021,mobile
Federated States of Micronesia,14.1,16.5,0.1,2021,mobile
Fiji,24.4,25.0,12.9,2021,mobile
Finland,88.5,87.7,1355.8,2021,mobile
France,71.1,69.1,1470.9,2021,mobile
French Polynesia,19.3,18.1,1.4,2021,mobile
Gabon,22.4,20.6,2.1,2021,mobile
Georgia,37.4,34.2,36.8,2021,mobile
Germany,64.9,59.6,1490.5,2021,mobile
Ghana,12.0,13.0,18.8,2021,mobile
Greece,75.3,67.5,493.1,2021,mobile
Greenland,85.7,88.6,0.6,2021,mobile
Grenada,26.7,29.3,0.2,2021,mobile
Guam,29.3,28.6,3.5,2021,mobile
Guantanamo Bay Naval Base,46.3,46.3,0.0,2021,mobile
Guatemala,24.5,22.6,118.2,2021,mobile
Guernsey,44.7,41.9,1.6,2021,mobile
Guinea,11.0,13.2,1.2,2021,mobile
Guinea-Bissau,40.8,36.7,1.3,2021,mobile
Guyana,39.0,33.0,1.9,2021,mobile
Haiti,17.3,15.7,8.6,2021,mobile
Honduras,24.2,23.8,73.1,2021,mobile
Hong Kong,88.7,86.1,383.6,2021,mobile
Hungary,57.0,46.3,323.5,2021,mobile
Iceland,139.9,125.5,7.2,2021,mobile
India,15.7,16.5,17133.8,2021,mobile
Indonesia,19.6,17.9,6706.0,2021,mobile
Iran,30.1,30.6,592.7,2021,mobile
Iraq,41.0,32.1,129.7,2021,mobile
Ireland,55.1,56.2,358.5,2021,mobile
Isle of Man,28.3,29.2,2.2,2021,mobile
Israel,41.3,39.4,280.1,2021,mobile
Italy,47.5,46.4,5069.2,2021,mobile
Ivory Coast,24.6,19.3,29.6,2021,mobile
Jamaica,33.5,32.3,13.1,2021,mobile
Japan,50.0,45.2,1376.6,2021,mobile
Jersey,49.3,49.9,1.4,2021,mobile
Jordan,23.4,22.7,220.2,2021,mobile
Kazakhstan,26.2,22.6,389.7,2021,mobile
Kenya,20.0,20.2,43.3,2021,mobile
Kiribati,20.2,12.3,0.0,2021,mobile
Kosovo,25.5,25.2,8.6,2021,mobile
Kuwait,142.6,136.9,229.6,2021,mobile
Kyrgyzstan,23.5,23.3,49.9,2021,mobile
Laos,28.5,27.7,87.2,2021,mobile
Latvia,43.6,42.2,134.3,2021,mobile
Lebanon,34.1,33.9,25.5,2021,mobile
Lesotho,30.2,30.2,2.6,2021,mobile
Liberia,14.2,14.6,18.2,2021,mobile
Libya,16.2,15.1,66.4,2021,mobile
Liechtenstein,45.6,43.2,0.8,2021,mobile
Lithuania,60.6,56.8,118.1,2021,mobile
Luxembourg,104.4,83.0,16.5,2021,mobile
Macau,72.3,72.3,2.2,2021,mobile
Madagascar,28.2,28.4,2.8,2021,mobile
Malawi,29.4,32.1,5.1,2021,mobile
Malaysia,27.0,27.1,5212.4,2021,mobile
Maldives,57.7,63.4,0.3,2021,mobile
Mali,117.2,44.1,6.2,2021,mobile
Malta,62.7,57.4,12.8,2021,mobile
Mauritania,16.9,16.3,7.3,2021,mobile
Mauritius,38.8,27.4,20.0,2021,mobile
Mexico,27.5,25.9,1502.8,2021,mobile
Moldova,39.1,33.0,29.5,2021,mobile
Monaco,181.1,178.4,1.3,2021,mobile
Mongolia,20.8,17.0,15.1,2021,mobile
Montenegro,34.6,35.4,21.8,2021,mobile
Morocco,35.7,32.1,222.0,2021,mobile
Mozambique,20.0,16.1,19.7,2021,mobile
Myanmar,22.9,18.0,660.2,2021,mobile
Namibia,19.6,18.4,10.6,2021,mobile
Nauru,7.0,7.0,0.0,2021,mobile
Nepal,18.2,19.1,28.1,2021,mobile
Netherlands,100.4,98.0,360.4,2021,mobile
New Caledonia,18.9,19.9,0.6,2021,mobile
New Zealand,80.9,70.8,62.7,2021,mobile
Nicaragua,22.1,21.2,46.2,2021,mobile
Niger,12.7,11.0,4.9,2021,mobile
Nigeria,20.7,19.9,74.7,2021,mobile
Niue,20.5,20.5,0.0,2021,mobile
North Korea,66.6,33.1,0.3,2021,mobile
Northern Mariana Islands,23.2,23.7,0.7,2021,mobile
Norway,141.5,132.4,159.4,2021,mobile
Oman,89.0,81.1,58.6,2021,mobile
Pakistan,18.5,17.4,1236.9,2021,mobile
Palau,37.2,31.2,0.1,2021,mobile
Palestine,25.5,20.5,42.3,2021,mobile
Panama,20.0,18.7,78.4,2021,mobile
Papua New Guinea,25.8,27.5,5.0,2021,mobile
Paraguay,19.0,18.2,56.0,2021,mobile
People's Republic of China,184.2,141.5,12843.7,2021,mobile
Peru,23.0,21.0,474.9,2021,mobile
Philippines,34.2,25.6,4436.1,2021,mobile
Poland,53.0,50.3,1193.6,2021,mobile
Portugal,57.7,56.4,176.8,2021,mobile
Puerto Rico,58.0,54.6,253.0,2021,mobile
Qatar,164.3,150.2,59.8,2021,mobile
Republic of Macedonia,56.5,44.9,62.9,2021,mobile
Republic of the Congo,18.0,22.0,3.8,2021,mobile
Romania,54.8,33.8,532.2,2021,mobile
Russia,25.9,25.8,6490.2,2021,mobile
Rwanda,25.3,18.9,4.9,2021,mobile
Saint Kitts and Nevis,26.3,23.5,0.5,2021,mobile
Saint Lucia,34.8,34.3,0.6,2021,mobile
Saint Martin,29.3,28.8,1.3,2021,mobile
Saint Pierre and Miquelon,58.4,92.4,0.0,2021,mobile
Saint Vincent and the Grenadines,23.4,26.5,0.4,2021,mobile
Saint-Barthélemy,22.5,22.5,0.0,2021,mobile
Samoa,27.0,25.7,0.9,2021,mobile
San Marino,32.2,34.1,0.8,2021,mobile
